Place,Time,Wind,Athlete,Country,Date of Birth,City,Event Date
3384,20.35,+0.6,Donald Quarrie,JAM,25.02.51,Düsseldorf,06.07.1978
3384,20.35,±0.0,Pietro Mennea,ITA,28.06.52,Roma,26.07.1978
3384,20.35,-0.1,Clancy Edwards,USA,09.08.55,Zürich,16.08.1978
3384,20.35,-0.1,Greg Foster,USA,04.08.58,Tempe,20.05.1979
3384,20.35,Efrem,Coley,USA,21.05.59,Austin,24.05.1980
3384,20.35,+0.2,Allan Wells,GBR,03.05.52,Oslo,01.07.1980
3384,20.35,+0.3,Allan Wells,GBR,03.05.52,Zagreb,16.08.1981
3384,20.35,-0.6,Calvin Smith,USA,08.01.61,Nice,14.08.1982
3384,20.35,-0.3,Jeff Phillips,USA,16.05.57,Bruxelles,27.08.1982
3384,20.35,+1.6,Elliott Quow,USA,03.03.62,Houston,01.06.1983
3384,20.35,-0.1,Pietro Mennea,ITA,28.06.52,Lausanne,30.06.1983
3384,20.35,Rod,Barksdale,USA,08.09.62,Tempe,21.04.1984
3384,20.35,+0.4,Pietro Mennea,ITA,28.06.52,Roma,11.07.1984
3384,20.35,+0.9,Kirk Baptiste,USA,20.06.63,Rieti,02.09.1984
3384,20.35,-0.5,Frank Emmelmann,GDR,15.09.61,Leipzig,11.08.1985
3384,20.35,+1.2,Kirk Baptiste,USA,20.06.63,Eugene,19.06.1986
3384,20.35,-1.2,Floyd Heard,USA,24.03.66,Zürich,13.08.1986
3384,20.35,+0.3,Floyd Heard,USA,24.03.66,Lubbock,16.05.1987
3384,20.35A,+0.5,Calvin Smith,USA,08.01.61,San José,26.06.1987
3384,20.35,+0.2,Michael Marsh,USA,04.08.67,Eagle Rock,14.05.1988
3384,20.35,+0.4,Eugene McNeill,USA,10.1.65,Tampa,18.06.1988
3384,20.35,-1.6,Robson Caetano da Silva,BRA,04.09.64,Lausanne,24.06.1988
3384,20.35,+0.1,Daron Council,USA,26.12.64,Tampa,22.04.1989
3384,20.35,-0.5,Robson Caetano da Silva,BRA,04.09.64,Helsinki,29.06.1989
3384,20.35,+1.5,John Regis,GBR,13.10.66,London,14.07.1989
3384,20.35,+1.2,Floyd Heard,USA,24.03.66,Berlin,18.08.1989
3384,20.35,+2.0,Danny Everett,USA,01.11.66,Modesto,05.05.1990
3384,20.35,Devlon,Dunn,USA,01.04.67,Leverkusen,12.07.1991
3384,20.35,-1.3,Leroy Burrell,USA,21.02.67,New Orleans,27.06.1992
3384,20.35,+0.3,Robson Caetano da Silva,BRA,04.09.64,Barcelona,03.08.1992
3384,20.35,+0.7,Oluyemi Kayode,NGR,07.07.68,New Orleans,05.06.1993
3384,20.35,+0.6,Leroy Burrell,USA,21.02.67,Eugene,18.06.1993
3384,20.35,+0.5,David Oaks,USA,12.05.72,Indianapolis,25.06.1993
3384,20.35,-0.8,Brian Bridgewater,USA,07.09.70,San Antonio,01.08.1993
3384,20.35,+0.5,Aleksandr Porkhomovskiy,RUS,12.08.72,Rieti,28.08.1994
3384,20.35,+0.9,Frank Fredericks,NAM,02.10.67,Sheffield,04.09.1994
3384,20.35,-0.1,John Regis,GBR,13.10.66,Madrid,06.09.1994
3384,20.35,+1.9,Vladislav Dologodin,UKR,23.02.72,Villeneuve d'Ascq,25.06.1995
3384,20.35,+0.1,Michael Johnson,USA,13.09.67,Göteborg,10.08.1995
3384,20.35,+0.8,Claudinei Quirino da Silva,BRA,19.11.70,Göteborg,10.08.1995
3384,20.35,+1.7,Tod Long,USA,18.12.70,Durham,12.04.1996
3384,20.35A,+1.3,Obadele Thompson,BAR,30.03.76,Albuquerque,18.05.1996
3384,20.35,+1.8,Davidson Ezinwa,NGR,22.11.71,Rieti,01.09.1996
3384,20.35,-0.5,Claudinei Quirino da Silva,BRA,19.11.70,Athínai,07.08.1997
3384,20.35A,+0.5,Frank Fredericks,NAM,02.10.67,Provo,24.04.1998
3384,20.35,-1.5,Doug Walker,GBR,28.07.73,Birmingham,26.07.1998
3384,20.35,+0.7,Kevin Little,USA,03.04.68,Paris,21.07.1999
3384,20.35,-1.1,Kevin Little,USA,03.04.68,London,07.08.1999
3384,20.35,-1.1,Marlon Devonish,GBR,01.06.76,London,07.08.1999
3384,20.35,-0.6,Marcus la Grange,RSA,12.12.77,Bellville,12.02.2000
3384,20.35,+0.1,André Domingos da Silva,BRA,26.11.72,Velenje,24.06.2000
3384,20.35,-0.6,Coby Miller,USA,19.10.76,Sydney,28.09.2000
3384,20.35,+1.4,Morné Nagel,RSA,23.03.78,Manchester,29.07.2002
3384,20.35,+0.7,Sherwin Vries,RSA,22.03.80,Durban,11.04.2003
3384,20.35,+0.8,Dominic Demeritte,BAH,22.02.78,Belém,04.05.2003
3384,20.35,+0.1,Darvis Patton,USA,04.12.77,Palo Alto,22.06.2003
3384,20.35,+0.1,Shawn Crawford,USA,14.01.78,Palo Alto,22.06.2003
3384,20.35,+0.1,Darren Campbell,GBR,12.09.73,Saint-Denis,27.08.2003
3384,20.35,+0.1,Joshua J. Johnson,USA,10.05.76,Monaco,14.09.2003
3384,20.35,-0.4,Wallace Spearmon,USA,24.12.84,Walnut,18.04.2004
3384,20.35,-2.6,Shawn Crawford,USA,14.01.78,Ostrava,08.06.2004
3384,20.35,+1.6,Brendan Christian,ANT,11.12.83,Austin,10.06.2004
3384,20.35,+0.1,Frank Fredericks,NAM,02.10.67,Saint-Denis,23.07.2004
3384,20.35,+0.2,Justin Gatlin,USA,10.02.82,Athínai,25.08.2004
3384,20.35,±0.0,Joshua J. Johnson,USA,10.05.76,Bruxelles,03.09.2004
3384,20.35,-0.3,Morné Nagel,RSA,23.03.78,Stellenbosch,11.03.2005
3384,20.35,Leo,Bookman,USA,03.01.82,Hermosillo,21.05.2005
3384,20.35,+0.1,Joshua J. Johnson,USA,10.05.76,Torino,03.06.2005
3384,20.35,+1.8,Aaron Armstrong,TTO,14.10.77,Nassau,11.07.2005
3384,20.35,-0.3,Leo Bookman,USA,03.01.82,Heusden-Zolder,23.07.2005
3384,20.35A,+1.6,Otis McDaniel,USA,30.06.86,Provo,13.05.2006
3384,20.35A,-1.3,Rodney Martin,USA,22.12.82,Xalapa,13.05.2006
3384,20.35,+1.2,Shinji Takahira,JPN,18.07.84,Yokohama,21.05.2006
3384,20.35,+1.2,Naoki Tsukahara,JPN,10.05.85,Yokohama,21.05.2006
3384,20.35,-0.7,Jeremy Wariner,USA,31.01.84,Indianapolis,25.06.2006
3384,20.35,+1.0,Patrick Johnson,AUS,26.09.72,Malmö,22.08.2006
3384,20.35,-0.7,Churandy Martina,AHO,03.07.84,Eau Claire,14.04.2007
3384,20.35,+0.6,Ricardo Williams,JAM,29.09.76,Belém,20.05.2007
3384,20.35,+0.6,Clement Campbell,JAM,19.12.75,Bydgoszcz,10.06.2007
3384,20.35,-0.5,Rodney Martin,USA,22.12.82,Indianapolis,24.06.2007
3384,20.35,-0.3,Jeremy Wariner,USA,31.01.84,Indianapolis,24.06.2007
3384,20.35,+0.1,Marvin Anderson,JAM,12.05.82,Rio de Janeiro,25.07.2007
3384,20.35,+1.0,Jared Connaughton,CAN,20.07.85,Eagle Rock,07.06.2008
3384,20.35,+1.5,Derrick Atkins,BAH,05.01.84,Athens GA,09.05.2009
3384,20.35,+0.4,Wallace Spearmon,USA,24.12.84,London,25.07.2009
3384,20.35,±0.0,Shawn Crawford,USA,14.01.78,Berlin,19.08.2009
3384,20.35,+0.2,Wallace Spearmon,USA,24.12.84,Rabat,06.06.2010
3384,20.35A,+0.1,Bruno de Barros,BRA,07.01.87,Guadalajara,26.10.2011
3384,20.35,+0.1,Jaysuma Saidy Ndure,NOR,01.01.84,New York City,09.06.2012
3384,20.35,-0.3,Akiyuki Hashimoto,JPN,18.11.94,Fukuroi,03.05.2013
3384,20.35,+0.5,Christophe Lemaitre,FRA,11.06.90,Saint-Étienne,05.05.2013
3384,20.35,+1.6,Bruno de Barros,BRA,07.01.87,Belém,12.05.2013
3384,20.35,+0.7,Michael Mathieu,BAH,24.06.84,São Paulo,19.05.2013
3384,20.35,±0.0,Churandy Martina,NED,03.07.84,Moskva,17.08.2013
3384,20.35,-0.5,Shavez Hart,BAH,09.06.92,Lexington,18.05.2014
3384,20.35,+1.8,Trentavis Friday,USA,05.06.95,Eugene,24.07.2014
3384,20.35,+0.2,Sergii Smelyk,UKR,19.04.87,Kirovohrad,25.07.2014
3384,20.35,-0.7,José Carlos Herrera,MEX,05.02.86,Ninove,02.08.2014
3384,20.35,-0.3,Alonso Edward,PAN,08.12.89,Birmingham,24.08.2014
3384,20.35,-0.1,Anaso Jobodwana,RSA,30.07.92,Stellenbosch,18.04.2015
3384,20.35,+1.0,Kenji Fujimitsu,JPN,01.05.86,Kumagaya,17.05.2015
3384,20.35,+0.6,Isiah Young,USA,05.01.90,Ostrava,26.05.2015
3384,20.35,+0.4,Tevin Hester,USA,10.01.94,Jacksonville,29.05.2015
3384,20.35,+1.7,Aaron Ernest,USA,08.11.93,Eugene,10.06.2015
3384,20.35,+1.7,Ameer Webb,USA,19.03.91,Eugene,27.06.2015
3384,20.35,Abdul,Hakim Sani Brown,JPN,06.03.99,Beijing,25.08.2015
3384,20.35,-0.1,Daniel Talbot,GBR,01.05.91,Beijing,25.08.2015
3384,20.35,+0.4,Nickel Ashmeade,JAM,07.04.90,Zürich,03.09.2015
3384,20.35A,Wayde,van Niekerk,RSA,15.07.92,Polokwane,30.04.2016
3384,20.35,+0.3,James Ellington,GBR,06.09.85,Ostrava,20.05.2016
3384,20.35,+0.8,Kenzo Cotton,USA,13.05.96,Lawrence,28.05.2016
3384,20.35,-0.4,Adam Gemili,GBR,06.10.93,Shanghai,13.05.2017
3384,20.35,+1.9,Jaylen Bacon,USA,05.08.96,Arlington,14.05.2017
3384,20.35,+1.4,Kahlil Henderson,USA,18.11.94,Lexington,26.05.2017
3384,20.35,+0.2,Chad Walker,JAM,14.04.97,Kingston,24.06.2017
3384,20.35,-0.9,Bruno Hortelano,ESP,18.09.91,Hengelo,03.06.2018
3384,20.35,±0.0,Christophe Lemaitre,FRA,11.06.90,Genève,09.06.2018
3384,20.35,-0.6,Michael Norman,USA,03.12.97,Des Moines,24.06.2018
3384,20.35,+0.1,Jereem Richards,TTO,13.01.94,Port of Spain,24.06.2018
3384,20.35,+0.9,Sydney Siame,ZAM,07.10.97,Luzern,09.07.2018
3384,20.35,+0.3,Nethaneel Mitchell-Blake,GBR,02.04.94,Berlin,08.08.2018
3384,20.35,+1.8,Ramil Guliyev,TUR,29.05.90,Bursa,16.08.2018
3384,20.35,+0.2,Yuki Koike,JPN,13.05.95,Jakarta,28.08.2018
3384,20.35,+0.1,Reynier Mena,CUB,21.11.96,Camagüey,23.02.2019
3384,20.35,+1.3,Xie Zhenye,CHN,17.08.93,Ad-Dawhah,23.04.2019
3384,20.35,+1.7,Devin Quinn,USA,08.06.96,Iowa City,11.05.2019
3384,20.35,+1.6,Kahmari Montgomery,USA,16.08.97,Sacramento,25.05.2019
3384,20.35,+0.7,Ramil Guliyev,TUR,29.05.90,Roma,06.06.2019
3384,20.35,-1.3,Abdul Hakim Sani Brown,JPN,06.03.99,Fukuoka,30.06.2019
3384,20.35,+1.5,Taymir Burnet,NED,01.10.92,La Chaux-de-Fonds,30.06.2019
3384,20.35,-0.8,Sydney Siame,ZAM,07.10.97,Rabat,30.08.2019
3384,20.35,+0.5,Anaso Jobodwana,RSA,30.07.92,Ad-Dawhah,29.09.2019
3384,20.35,+1.3,Eseosa Desalu,ITA,19.02.94,Székesfehérvár,19.08.2020
3384,20.35,+1.3,Aldrich Bailey,USA,06.02.94,Austin,27.03.2021
3384,20.35,+0.8,Marcus Parker,USA,09.10.97,Columbia,17.04.2021
3384,20.35,-0.1,Yancarlos Martínez,DOM,08.08.92,Samorín,02.06.2021
3384,20.35,+1.2,Isiah Young,USA,05.01.90,Székesfehérvár,06.07.2021
3384,20.35,+0.4,Joseph Amoah,GHA,12.01.97,Tokyo,03.08.2021
3384,20.35,+0.8,Owen Ansah,GER,28.11.00,La Chaux-de-Fonds,14.08.2021
3384,20.35,+0.2,Micah Williams,USA,12.11.01,Tucson,30.04.2022
3384,20.35,+2.0,Luxolo Adams,RSA,01.08.96,Rabat,05.06.2022
3384,20.35,-0.3,Evan Miller,USA,29.08.00,Eugene,08.06.2022
3384,20.35,+2.0,Jordan Anthony,USA,29.06.04,Eugene,25.06.2022
3384,20.35,+0.7,Rasheed Dwyer,JAM,29.01.89,Kingston,25.06.2022
3384,20.35,+1.6,Sinesipho Dambile,RSA,02.03.02,La Chaux-de-Fonds,03.07.2022
3384,20.35,±0.0,Jereem Richards,TTO,13.01.94,Eugene,18.07.2022
3384,20.35,+0.5,Kenneth Bednarek,USA,14.10.98,Eugene,18.07.2022
3384,20.35,+0.4,Yohan Blake,JAM,26.12.89,Eugene,18.07.2022
3384,20.35,+1.1,Tarsis Orogot,UGA,24.11.02,Eugene,19.07.2022
3384,20.35,+1.0,Nethaneel Mitchell-Blake,GBR,02.04.94,Baton Rouge,22.04.2023
3384,20.35,+0.3,Andre De Grasse,CAN,10.11.94,Ad-Dawhah,05.05.2023
3384,20.35,+1.5,Nazzio John,GRN,24.03.03,Hobbs,20.05.2023
3384,20.35,+1.6,Austin Kresley,USA,30.12.01,Sacramento,26.05.2023
3384,20.35,+0.3,Ryan Zézé,FRA,29.01.98,Oordegem,27.05.2023
3541,20.36,-0.8,Henry Carr,USA,27.11.42,Tokyo,17.10.1964
3541,20.36,+0.4,Larry Black,USA,20.07.51,München,04.09.1972
3541,20.36,-0.2,Silvio Leonard,CUB,20.09.55,Bruxelles,18.08.1978
3541,20.36,-0.6,James Gilkes,GUY,21.09.52,London,15.09.1978
3541,20.36,+1.4,James Butler,USA,21.06.60,Eugene,25.06.1980
3541,20.36,+0.5,Steve Williams,USA,13.11.53,Köln,10.08.1980
3541,20.36,-1.4,LaMonte King,USA,18.12.59,Palo Alto,23.05.1981
3541,20.36,-1.2,Jeff Phillips,USA,16.05.57,Sacramento,21.06.1981
3541,20.36,±0.0,James Sanford,USA,27.12.57,Oslo,11.07.1981
3541,20.36,+1.5,Larry Myricks,USA,10.03.56,Walnut,24.04.1983
3541,20.36,+1.8,Calvin Smith,USA,08.01.61,Houston,03.06.1983
3541,20.36,+0.3,Dwight Williams,USA,07.09.60,Indianapolis,05.05.1984
3541,20.36,+1.9,Wallace Spearmon,USA,03.09.62,Austin,12.05.1984
3541,20.36,+1.8,Todd Bennett,GBR,06.07.62,Cwmbran,28.05.1984
3541,20.36,+0.9,Pietro Mennea,ITA,28.06.52,Roma,31.08.1984
3541,20.36,+2.0,Kirk Baptiste,USA,20.06.63,Fayetteville,17.05.1985
3541,20.36,+1.9,Kirk Baptiste,USA,20.06.63,Austin,29.05.1985
3541,20.36,+0.8,Harvey McSwain,USA,10.03.63,Indianapolis,16.06.1985
3541,20.36A,+0.1,Chidi Imoh,NGR,27.08.63,Boulder,18.05.1986
3541,20.36,+1.2,Thomas Jefferson,USA,08.06.62,Madrid,04.06.1986
3541,20.36,+0.1,Dwayne Evans,USA,13.10.58,Eugene,19.06.1986
3541,20.36A,+1.8,James Butler,USA,21.06.60,San José,25.06.1987
3541,20.36,-0.2,Gilles Quénéhervé,FRA,17.05.66,Caorle,09.07.1987
3541,20.36,+0.8,Dennis Mitchell,USA,20.02.66,Barcelona,15.07.1987
3541,20.36,-0.4,Floyd Heard,USA,24.03.66,Berlin,21.08.1987
3541,20.36,+0.3,Vladimir Krylov,RUS,26.02.64,Lausanne,15.09.1987
3541,20.36A,Tshakile,Nzimande,RSA,19.11.61,Bloemfontein,04.11.1987
3541,20.36,+1.5,James Butler,USA,21.06.60,La Habana,06.03.1988
3541,20.36,-0.6,Lorenzo Daniel,USA,23.03.66,Auburn,14.05.1988
3541,20.36,-1.6,Joe DeLoach,USA,05.06.67,Lausanne,24.06.1988
3541,20.36,-1.6,Calvin Smith,USA,08.01.61,Lausanne,24.06.1988
3541,20.36,Michael,Marsh,USA,04.08.67,Westwood,03.09.1988
3541,20.36,+1.9,Floyd Heard,USA,24.03.66,Barcelona,10.09.1989
3541,20.36A,+0.4,Tshakile Nzimande,RSA,19.11.61,Germiston,07.11.1989
3541,20.36,-0.4,Frank Fredericks,NAM,02.10.67,Tucson,16.03.1990
3541,20.36,+0.4,Michael Johnson,USA,13.09.67,Durham,30.05.1990
3541,20.36,+0.8,Floyd Heard,USA,24.03.66,Lausanne,10.07.1991
3541,20.36,+0.2,John Regis,GBR,13.10.66,Monaco,03.08.1991
3541,20.36,-0.7,Aleksandr Sokolov,RUS,03.03.71,Tokyo,26.08.1991
3541,20.36,+0.6,Michael Bates,USA,19.12.69,Irvine,07.06.1992
3541,20.36,-0.2,Tim Williams,USA,27.05.63,New Orleans,26.06.1992
3541,20.36,-0.6,Michael Marsh,USA,04.08.67,New Orleans,27.06.1992
3541,20.36,+0.5,Jason Hendrix,USA,24.10.72,Indianapolis,25.06.1993
3541,20.36,+0.8,Olapade Adeniken,NGR,19.08.69,Stockholm,12.07.1994
3541,20.36,+2.0,John Regis,GBR,13.10.66,Victoria,24.08.1994
3541,20.36,+0.5,Vladislav Dologodin,UKR,23.02.72,Rieti,28.08.1994
3541,20.36,-1.2,Tony Wheeler,USA,19.01.75,Winston-Salem,22.04.1995
3541,20.36,+1.3,Rohsaan Griffin,USA,21.02.74,Knoxville,03.06.1995
3541,20.36,+0.4,Jeff Williams,USA,31.12.65,Göteborg,10.08.1995
3541,20.36,±0.0,Alvis Whitted,USA,04.09.74,Atlanta,22.06.1996
3541,20.36,+0.1,Patrick Stevens,BEL,31.01.68,Oordegem,30.06.1996
3541,20.36,+0.9,Iván García,CUB,29.02.72,Atlanta,31.07.1996
3541,20.36,±0.0,Obadele Thompson,BAR,30.03.76,Des Moines,26.04.1997
3541,20.36,Tyree,Washington,USA,28.08.76,Bakersfield,03.05.1997
3541,20.36,+2.0,Floyd Heard,USA,24.03.66,Indianapolis,15.06.1997
3541,20.36,+1.9,Rohsaan Griffin,USA,21.02.74,Stockholm,07.07.1997
3541,20.36,+0.1,Coby Miller,USA,19.10.76,Athens GA,03.04.1999
3541,20.36,+0.8,Coby Miller,USA,19.10.76,Gainesville,17.04.1999
3541,20.36,-0.4,Bryan Howard,USA,07.10.76,Fort Collins,21.05.1999
3541,20.36,+0.8,Petko Yankov,BUL,06.10.77,Réthymno,29.05.1999
3541,20.36,+0.2,Alexiós Alexópoulos,GRE,21.05.71,Paris,20.06.1999
3541,20.36,-1.4,Patrick van Balkom,NED,14.09.74,Apeldoorn,27.06.1999
3541,20.36,-0.8,Claudinei Quirino da Silva,BRA,19.11.70,Zürich,11.08.1999
3541,20.36,+1.6,Obadele Thompson,BAR,30.03.76,Sevilla,25.08.1999
3541,20.36,+0.4,Jon Drummond,USA,09.09.68,Bruxelles,03.09.1999
3541,20.36,-0.1,Bruny Surin,CAN,12.07.67,Berlin,07.09.1999
3541,20.36A,+1.8,Patrick van Balkom,NED,14.09.74,Pietersburg,18.03.2000
3541,20.36,Shawn,Crawford,USA,14.01.78,Clemson,14.05.2000
3541,20.36A,+1.0,Darvis Patton,USA,04.12.77,El Paso,20.05.2000
3541,20.36A,+0.4,Patrick van Balkom,NED,14.09.74,Pretoria,23.03.2001
3541,20.36,-0.1,André Domingos da Silva,BRA,26.11.72,Lausanne,04.07.2001
3541,20.36,+1.4,Uchenna Emedolu,NGR,17.09.76,Heusden-Zolder,14.07.2001
3541,20.36,+1.1,Kevin Little,USA,03.04.68,Edmonton,07.08.2001
3541,20.36,-1.0,Steve Mullings,JAM,29.11.82,Bridgetown,18.05.2002
3541,20.36,+0.5,Marlon Devonish,GBR,01.06.76,Manchester,16.06.2002
3541,20.36,+1.4,Joseph Batangdon,CMR,29.07.78,Manchester,29.07.2002
3541,20.36,+0.5,Marlon Devonish,GBR,01.06.76,Bruxelles,30.08.2002
3541,20.36,+2.0,Kenny Brokenburr,USA,29.10.68,Abilene,08.05.2003
3541,20.36,+0.5,Shawn Crawford,USA,14.01.78,Saint-Denis,04.07.2003
3541,20.36,+0.6,Joshua J. Johnson,USA,10.05.76,Saint-Denis,28.08.2003
3541,20.36,+1.5,Brian Dzingai,ZIM,29.04.81,Tallahassee,10.04.2004
3541,20.36,-0.5,Frank Fredericks,NAM,02.10.67,Roma,02.07.2004
3541,20.36,-1.2,Francis Obikwelu,POR,22.11.78,Zürich,06.08.2004
3541,20.36,+0.1,Stéphane Buckland,MRI,13.01.77,Athínai,24.08.2004
3541,20.36,+0.5,Sebastian Ernst,GER,11.10.84,Athínai,24.08.2004
3541,20.36,+0.2,Francis Obikwelu,POR,22.11.78,Athínai,25.08.2004
3541,20.36,+1.0,Seth Amoo,GHA,20.03.83,Sacramento,09.06.2005
3541,20.36,-0.6,Tobias Unger,GER,10.07.79,Firenze,19.06.2005
3541,20.36,-1.8,Wallace Spearmon,USA,24.12.84,Carson,26.06.2005
3541,20.36,+0.5,Christopher Williams,JAM,15.03.72,Kingston,26.06.2005
3541,20.36,+1.8,Christian Malcolm,GBR,03.06.79,Helsinki,09.08.2005
3541,20.36,+1.0,Ainsley Waugh,JAM,17.09.81,Rieti,28.08.2005
3541,20.36,+1.1,Francis Obikwelu,POR,22.11.78,Göteborg,10.08.2006
3541,20.36,+0.1,Francis Obikwelu,POR,22.11.78,Athínai,17.09.2006
3541,20.36,+0.6,Shingo Suetsugu,JPN,02.06.80,Oita,30.09.2006
3541,20.36,-0.3,Brian Dzingai,ZIM,29.04.81,Thessaloníki,30.07.2007
3541,20.36,+0.3,Brendan Christian,ANT,11.12.83,Osaka,28.08.2007
3541,20.36,-0.4,Brendan Christian,ANT,11.12.83,Osaka,29.08.2007
3541,20.36,+1.6,Shawn Crawford,USA,14.01.78,Fort-de-France,08.05.2008
3541,20.36A,+1.7,Carlos Moore,USA,08.05.84,Provo,24.05.2008
3541,20.36,-0.5,Brendan Christian,ANT,11.12.83,Athínai,13.07.2008
3541,20.36,+0.5,Thomas Hunter,USA,14.12.83,Cuxhaven,22.07.2009
3541,20.36A,+1.3,Amr Ibrahim Mostafa Seoud,EGY,10.06.86,Nairobi,01.08.2010
3541,20.36,-0.2,Maurice Mitchell,USA,22.12.89,Gainesville,01.04.2011
3541,20.36,+1.6,Marvin Anderson,JAM,12.05.82,Kingston,07.05.2011
3541,20.36,+0.4,Mario Forsythe,JAM,30.10.85,Kingston,26.06.2011
3541,20.36,+0.2,Kind Butler,USA,08.04.88,Jacksonville,26.05.2012
3541,20.36,±0.0,Marvin Anderson,JAM,12.05.82,Monaco,20.07.2012
3541,20.36,±0.0,Churandy Martina,NED,03.07.84,Birmingham,26.08.2012
3541,20.36,-0.9,Churandy Martina,NED,03.07.84,Eugene,01.06.2013
3541,20.36,+1.7,Jaysuma Saidy Ndure,NOR,01.01.84,Oslo,13.06.2013
3541,20.36,-0.4,Julian Reus,GER,29.04.88,Ulm,07.07.2013
3541,20.36,-0.3,Jaysuma Saidy Ndure,NOR,01.01.84,Luzern,17.07.2013
3541,20.36,±0.0,Isiah Young,USA,05.01.90,Moskva,16.08.2013
3541,20.36,+0.2,José Carlos Herrera,MEX,05.02.86,Monterrey,23.03.2014
3541,20.36,+0.3,Daniel Talbot,GBR,01.05.91,Praha,09.06.2014
3541,20.36,+0.5,Mosito Lehata,LES,08.04.89,Glasgow,31.07.2014
3541,20.36,-0.4,Diego Marani,ITA,27.04.90,Zürich,14.08.2014
3541,20.36A,+0.6,José Carlos Herrera,MEX,05.02.86,Ciudad de México,16.08.2014
3541,20.36,+1.8,Bryce Robinson,USA,13.11.93,Austin,02.05.2015
3541,20.36,+1.1,Julian Forte,JAM,07.01.93,Shanghai,17.05.2015
3541,20.36,+1.0,Curtis Mitchell,USA,11.03.89,Eugene,27.06.2015
3541,20.36,-2.6,Nickel Ashmeade,JAM,07.04.90,Kingston,28.06.2015
3541,20.36,-1.3,Dedric Dukes,USA,04.02.92,Eugene,28.06.2015
3541,20.36,+1.5,Clarence Munyai,RSA,20.02.98,Germiston,02.04.2016
3541,20.36,+1.2,Burkheart Ellis Jr.,BAR,16.09.92,Charlotte,23.04.2016
3541,20.36,+0.3,Likoúrgos-Stéfanos Tsákonas,GRE,08.03.90,Ostrava,20.05.2016
3541,20.36,+0.7,Femi Ogunode,QAT,15.05.91,Rio de Janeiro,16.08.2016
3541,20.36,+1.6,Teray Smith,BAH,28.09.94,Eugene,07.06.2017
3541,20.36,-1.2,Daniel Talbot,GBR,01.05.91,Hengelo,11.06.2017
3541,20.36,±0.0,Sydney Siame,ZAM,07.10.97,Lapinlahti,16.07.2017
3541,20.36,+0.4,Christophe Lemaitre,FRA,11.06.90,Angers,09.09.2017
3541,20.36,+0.9,Ncincihli Titi,RSA,15.12.93,Gainesville,30.03.2018
3541,20.36,±0.0,Clarence Munyai,RSA,20.02.98,Gold Coast,11.04.2018
3541,20.36,+2.0,Marcus Parker,USA,09.10.97,Amarillo,22.04.2018
3541,20.36,+1.3,Jaron Flournoy,USA,24.11.96,Tampa,25.05.2018
3541,20.36,-0.2,Nigel Ellis,JAM,08.08.97,Kingston,09.06.2018
3541,20.36,+0.9,Luxolo Adams,RSA,01.08.96,Stockholm,10.06.2018
3541,20.36,-0.9,Ján Volko,SVK,02.11.96,Ostrava,13.06.2018
3541,20.36,-1.6,Alex Quiñonez,ECU,11.08.89,Ostrava,08.09.2018
3541,20.36,+0.1,Roberto Skyers,CUB,12.11.91,Camagüey,23.02.2019
3541,20.36,+0.7,Filippo Tortu,ITA,15.06.98,Roma,06.06.2019
3541,20.36,+0.7,Matthew Boling,USA,20.06.00,Miramar,23.06.2019
3541,20.36,+0.7,Eseosa Desalu,ITA,19.02.94,La Chaux-de-Fonds,15.05.2020
3541,20.36,+1.6,Noah Williams,USA,01.01.99,Baton Rouge,17.04.2021
3541,20.36,+0.7,Josephus Lyles,USA,22.07.98,Walnut,09.05.2021
3541,20.36,-0.2,Lance Lang,USA,01.02.01,College Station,13.05.2021
3541,20.36,+1.0,Kasaun James,USA,22.12.97,Raleigh,15.05.2021
3541,20.36,+1.7,Joseph Amoah,GHA,12.01.97,Jacksonville,26.05.2021
3541,20.36,+0.9,Terrence Jones,BAH,08.11.02,College Station,28.05.2021
3541,20.36,-0.3,Divine Oduduru,NGR,07.10.96,Tokyo,03.08.2021
3541,20.36,+1.5,Vernon Norwood,USA,10.04.92,Eugene,21.08.2021
3541,20.36,+1.7,Alaba Akintola,NGR,14.09.01,San Antonio,15.05.2022
3541,20.36,+1.6,Yancarlos Martínez,DOM,08.08.92,Castellón,16.06.2022
3541,20.36,+0.6,Ismael Kone,CIV,06.11.00,Austin,07.06.2023
3696,20.37A,+0.5,Tommie Smith,USA,12.06.44,Ciudad de México,15.10.1968
3696,20.37,±0.0,Larry Burton,USA,15.12.51,München,04.09.1972
3696,20.37,±0.0,Pietro Mennea,ITA,28.06.52,Torino,21.06.1977
3696,20.37,-1.2,Eugen Ray,GDR,26.07.57,Dresden,07.08.1977
3696,20.37,+1.8,Steve Williams,USA,13.11.53,Berlin,26.08.1977
3696,20.37,Renaldo,Nehemiah,USA,24.03.59,Chapel Hill,21.04.1979
3696,20.37,+1.6,Dwayne Evans,USA,13.10.58,Walnut,15.06.1979
3696,20.37,James,Mallard,USA,29.11.57,Austin,24.05.1980
3696,20.37,+0.9,Millard Hampton,USA,08.07.56,Walnut,15.06.1980
3696,20.37,+1.5,Brady Crain,USA,08.08.56,Indianapolis,19.06.1983
3696,20.37,-0.4,Pietro Mennea,ITA,28.06.52,Viareggio,27.07.1983
3696,20.37,+1.0,Jürgen Evers,FRG,29.04.65,Schwechat,28.08.1983
3696,20.37,+1.6,Donald Bly,USA,25.05.62,Norman,14.04.1984
