Place,Time,Wind,Athlete,Country,Date of Birth,City,Event Date
2005,11.06,+0.8,Jura Levy,JAM,04.11.90,Kingston,23.06.2017
2005,11.06,+0.9,Khalifa St. Fort,TTO,13.02.98,Port of Spain,24.06.2017
2005,11.06,-0.4,Murielle Ahouré-Demps,CIV,23.08.87,London,09.07.2017
2005,11.06,-1.4,Michelle-Lee Ahye,TTO,10.04.92,London,09.07.2017
2005,11.06,+0.1,Rosângela Santos,BRA,20.12.90,London,06.08.2017
2005,11.06,+1.7,Ashley Henderson,USA,04.12.95,Torrance,21.04.2018
2005,11.06,-0.4,Aleia Hobbs,USA,24.02.96,Baton Rouge,28.04.2018
2005,11.06,+0.5,Shania Collins,USA,14.11.96,Knoxville,12.05.2018
2005,11.06,-0.3,Elaine Thompson-Herah,JAM,28.06.92,Kingston,19.05.2018
2005,11.06,+1.9,Dina Asher-Smith,GBR,04.12.95,Eugene,26.05.2018
2005,11.06,+1.6,Michelle-Lee Ahye,TTO,10.04.92,Oslo,07.06.2018
2005,11.06,+1.5,Orlann Ombissa-Dzangue,FRA,26.05.91,Albi,07.07.2018
2005,11.06,+0.6,Anglerne Annelus,USA,10.01.97,Austin,06.06.2019
2005,11.06,+1.7,Dafne Schippers,NED,15.06.92,Hengelo,09.06.2019
2005,11.06,+0.3,Marie-Josée Ta Lou,CIV,18.11.88,Saint-Étienne,27.07.2019
2005,11.06,+0.5,Jonielle Smith,JAM,30.01.96,Ad-Dawhah,29.09.2019
2005,11.06,+0.1,Jonielle Smith,JAM,30.01.96,Ad-Dawhah,29.09.2019
2005,11.06,+0.1,Marie-Josée Ta Lou,CIV,18.11.88,Montreuil,01.06.2021
2005,11.06,+0.4,Natasha Morrison,JAM,17.11.92,Kingston,24.06.2021
2005,11.06,+0.9,Kemba Nelson,JAM,23.02.00,Kingston,25.06.2021
2005,11.06,-0.3,Daryll Neita,GBR,29.08.96,Oslo,01.07.2021
2005,11.06,-0.2,Michelle-Lee Ahye,TTO,10.04.92,Tokyo,30.07.2021
2005,11.06,+1.3,Dina Asher-Smith,GBR,04.12.95,Paris,28.08.2021
2005,11.06,+0.7,Aleia Hobbs,USA,24.02.96,Baton Rouge,02.04.2022
2005,11.06,+2.0,Destiny Smith-Barnett,USA,26.07.96,San Juan Capistrano,07.05.2022
2005,11.06,+2.0,Destiny Smith-Barnett,USA,26.07.96,San Juan Capistrano,07.05.2022
2005,11.06,-0.8,Michelle-Lee Ahye,TTO,10.04.92,Ponce,12.05.2022
2005,11.06,+0.9,Caira Pettway,USA,99,Lubbock,14.05.2022
2005,11.06,+0.8,Kiara Parker,USA,28.10.96,Nashville,05.06.2022
2005,11.06,+0.5,Elaine Thompson-Herah,JAM,28.06.92,Kingston,23.06.2022
2005,11.06,+0.9,Brittany Brown,USA,18.04.95,Eugene,23.06.2022
2005,11.06,+0.6,Grace Nwokocha,NGR,07.04.01,Benin City,25.06.2022
2005,11.06,+1.2,Diana Vaisman,ISR,23.07.98,La Chaux-de-Fonds,03.07.2022
2005,11.06,+0.3,Grace Nwokocha,NGR,07.04.01,Birmingham,03.08.2022
2005,11.06,+1.3,Natasha Morrison,JAM,17.11.92,Székesfehérvár,08.08.2022
2005,11.06,+1.7,Kennedy Blackmon,USA,02.10.99,Lubbock,29.04.2023
2005,11.06,+1.1,Daryll Neita,GBR,29.08.96,Savona,24.05.2023
2005,11.06,+1.7,Kevona Davis,JAM,20.12.01,Sacramento,27.05.2023
2005,11.06,+0.7,Lanae-Tava Thomas,USA,28.01.01,Sacramento,27.05.2023
2005,11.06,+0.9,Kortnei Johnson,USA,11.08.97,Nashville,03.06.2023
2005,11.06,+0.9,Brittany Brown,USA,18.04.95,Nashville,03.06.2023
2005,11.06,-0.1,Jacious Sears,USA,14.08.01,Austin,08.06.2023
2005,11.06,-0.1,Kennedy Blackmon,USA,02.10.99,Austin,08.06.2023
2205,11.07,-0.2,Renate Stecher,GDR,12.05.50,München,02.09.1972
2205,11.07,+1.8,Renate Stecher,GDR,12.05.50,Dresden,20.07.1973
2205,11.07,+1.0,Marlies Göhr,GDR,21.03.58,Helsinki,13.08.1977
2205,11.07,Evelyn,Ashford,USA,15.04.57,Kingston,11.05.1979
2205,11.07,+0.8,Evelyn Ashford,USA,15.04.57,San Juan,08.07.1979
2205,11.07,-1.0,Marlies Göhr,GDR,21.03.58,Potsdam,13.07.1980
2205,11.07,+1.0,Marlies Göhr,GDR,21.03.58,Moskva,26.07.1980
2205,11.07,+2.0,Merlene Ottey,JAM,10.05.60,Austin,29.05.1981
2205,11.07,±0.0,Evelyn Ashford,USA,15.04.57,Sacramento,20.06.1981
2205,11.07,+0.4,Evelyn Ashford,USA,15.04.57,Bruxelles,28.08.1981
2205,11.07,+0.5,Merlene Ottey,JAM,10.05.60,Lincoln,06.05.1983
2205,11.07,+1.7,Anelia Nuneva,BUL,30.06.62,Berlin,08.06.1983
2205,11.07,-1.2,Marlies Göhr,GDR,21.03.58,Leipzig,27.07.1983
2205,11.07,Marlies,Göhr,GDR,21.03.58,Potsdam,05.05.1984
2205,11.07,+0.9,Alice Brown,USA,20.09.60,Baton Rouge,28.07.1985
2205,11.07,-1.0,Marina Zhirova,RUS,06.06.63,Leningrad,02.08.1985
2205,11.07,-0.5,Merlene Ottey,JAM,10.05.60,Berlin,23.08.1985
2205,11.07,-0.5,Marina Zhirova,RUS,06.06.63,Berlin,23.08.1985
2205,11.07,-0.5,Florence Griffith-Joyner,USA,21.12.59,Berlin,23.08.1985
2205,11.07,+0.3,Merlene Ottey,JAM,10.05.60,Berlin,30.08.1985
2205,11.07,+1.6,Merlene Ottey,JAM,10.05.60,Berlin,15.08.1986
2205,11.07,+1.3,Merlene Ottey,JAM,10.05.60,Irvine,14.06.1987
2205,11.07,-0.5,Marlies Göhr,GDR,21.03.58,Karl-Marx-Stadt,20.06.1987
2205,11.07,±0.0,Juliet Cuthbert,JAM,09.04.64,Köln,16.08.1987
2205,11.07,+0.7,Natalya Voronova,RUS,09.07.65,Moskva,21.08.1987
2205,11.07,+0.7,Diane Williams,USA,14.12.60,Roma,30.08.1987
2205,11.07,+0.7,Angela Bailey,CAN,28.02.62,Roma,30.08.1987
2205,11.07,-0.5,Diane Williams,USA,14.12.60,Roma,30.08.1987
2205,11.07,+1.8,Galina Malchugina,RUS,17.12.62,Leningrad,11.06.1988
2205,11.07,+1.7,Silke Möller,GER,20.06.64,Rostock,25.06.1988
2205,11.07,±0.0,Marlies Göhr,GDR,21.03.58,Rostock,25.06.1988
2205,11.07,±0.0,Silke Möller,GER,20.06.64,Rostock,25.06.1988
2205,11.07A,±0.0,Dawn Sowell,USA,27.03.66,Provo,01.06.1989
2205,11.07,+0.2,Sheila Echols,USA,02.10.64,London,14.07.1989
2205,11.07,-0.7,Merlene Ottey,JAM,10.05.60,Zürich,16.08.1989
2205,11.07,+0.6,Merlene Ottey,JAM,10.05.60,Rieti,03.09.1989
2205,11.07,±0.0,Katrin Krabbe,GER,22.11.69,Split,27.08.1990
2205,11.07,+1.5,Evelyn Ashford,USA,15.04.57,Rieti,09.09.1990
2205,11.07,+0.6,Mary Onyali,NGR,03.02.68,Neubrandenburg,21.06.1991
2205,11.07,+0.6,Carlette Guidry,USA,04.09.68,Roma,17.07.1991
2205,11.07,-0.2,Evelyn Ashford,USA,15.04.57,Jena,28.05.1992
2205,11.07,+2.0,Olga Bogoslovskaya,RUS,20.05.64,Moskva,22.06.1992
2205,11.07,-2.9,Merlene Ottey,JAM,10.05.60,Barcelona,01.08.1992
2205,11.07,+0.7,Gwen Torrence,USA,12.06.65,São Paulo,21.05.1994
2205,11.07,+1.8,Cheryl Taplin,USA,02.09.72,Baton Rouge,25.05.1994
2205,11.07,+1.4,Mary Onyali,NGR,03.02.68,Lausanne,06.07.1994
2205,11.07,±0.0,Irina Privalova,RUS,12.11.68,Bruxelles,19.08.1994
2205,11.07,+0.9,Carlette Guidry,USA,04.09.68,Göteborg,06.08.1995
2205,11.07,+0.9,Zhanna Block,UKR,06.07.72,Göteborg,06.08.1995
2205,11.07,-0.2,Merlene Ottey,JAM,10.05.60,Madrid,12.06.1996
2205,11.07,+1.1,Carlette Guidry,USA,04.09.68,Atlanta,15.06.1996
2205,11.07,-0.3,Zhanna Block,UKR,06.07.72,Lausanne,03.07.1996
2205,11.07,+1.3,Chryste Gaines,USA,14.09.70,Oslo,05.07.1996
2205,11.07,+0.4,Marina Trandenkova,RUS,07.01.67,Atlanta,27.07.1996
2205,11.07,-0.1,Natalya Voronova,RUS,09.07.65,Atlanta,27.07.1996
2205,11.07,-0.1,Chandra Sturrup,BAH,12.09.71,Atlanta,27.07.1996
2205,11.07,-0.1,Juliet Cuthbert,JAM,09.04.64,Atlanta,27.07.1996
2205,11.07,-0.1,Gwen Torrence,USA,12.06.65,Berlin,30.08.1996
2205,11.07,+0.5,Zhanna Block,UKR,06.07.72,Lausanne,02.07.1997
2205,11.07,±0.0,Gwen Torrence,USA,12.06.65,Stuttgart,13.07.1997
2205,11.07,+1.4,Christy Opara,NGR,02.05.70,Gladbeck,23.07.1997
2205,11.07,+0.1,Inger Miller,USA,12.06.72,Athínai,02.08.1997
2205,11.07,-1.2,Sevatheda Fynes,BAH,17.10.74,Zürich,13.08.1997
2205,11.07,+0.4,Liu Xiaomei,CHN,11.01.72,Shanghai,17.10.1997
2205,11.07,+0.7,Inger Miller,USA,12.06.72,Ad-Dawhah,07.05.1998
2205,11.07,+1.9,Pauline Davis-Thompson,BAH,09.07.66,Nassau,20.06.1998
2205,11.07,+0.6,Inger Miller,USA,12.06.72,Roma,14.07.1998
2205,11.07,+0.3,Merlene Ottey,JAM,10.05.60,Cuxhaven,22.07.1998
2205,11.07,-0.9,Zhanna Block,UKR,06.07.72,Zürich,12.08.1998
2205,11.07,+2.0,Melanie Paschke,GER,29.06.70,Budapest,19.08.1998
2205,11.07,+0.2,Sevatheda Fynes,BAH,17.10.74,Berlin,01.09.1998
2205,11.07,+1.2,Marion Jones,USA,12.10.75,Durham,03.04.1999
2205,11.07,±0.0,Merlene Ottey,JAM,10.05.60,Kassel,23.06.1999
2205,11.07,+0.7,Inger Miller,USA,12.06.72,Eugene,25.06.1999
2205,11.07,-0.7,Chandra Sturrup,BAH,12.09.71,Osaka,13.05.2000
2205,11.07,+1.3,Zhanna Block,UKR,06.07.72,Haniá,14.06.2000
2205,11.07,+0.1,Torri Edwards,USA,31.01.77,Zürich,11.08.2000
2205,11.07,+0.1,Tayna Lawrence,JAM,17.09.75,Berlin,01.09.2000
2205,11.07,±0.0,Zhanna Block,UKR,06.07.72,Poznan,08.06.2001
2205,11.07,+1.5,Sevatheda Fynes,BAH,17.10.74,Manchester,27.07.2002
2205,11.07,+0.3,Ekateríni Thánou,GRE,01.02.75,München,06.08.2002
2205,11.07,-1.3,Christine Arron,FRA,13.09.73,Firenze,21.06.2003
2205,11.07,+0.9,Aleen Bailey,JAM,25.11.80,Saint-Denis,24.08.2003
2205,11.07,-0.7,Debbie Ferguson-McKenzie,BAH,16.01.76,Zürich,06.08.2004
2205,11.07,-0.1,Sherone Simpson,JAM,12.08.84,Athínai,21.08.2004
2205,11.07,+1.6,Geraldine Pillay,RSA,25.08.77,Durban,16.04.2005
2205,11.07,+0.8,Aleen Bailey,JAM,25.11.80,Kingston,07.05.2005
2205,11.07,+1.1,Sherone Simpson,JAM,12.08.84,Ostrava,09.06.2005
2205,11.07,-0.2,Chandra Sturrup,BAH,12.09.71,Monaco,09.09.2005
2205,11.07,+1.1,Torri Edwards,USA,31.01.77,Lausanne,11.07.2006
2205,11.07,-0.2,Allyson Felix,USA,18.11.85,Stuttgart,10.09.2006
2205,11.07,+1.6,Veronica Campbell-Brown,JAM,16.05.82,Kingston,05.05.2007
2205,11.07,-2.1,Tezdzhan Naimova,BUL,01.05.87,Sofia,04.07.2007
2205,11.07,±0.0,Veronica Campbell-Brown,JAM,16.05.82,Lausanne,10.07.2007
2205,11.07,+1.3,Carmelita Jeter,USA,24.11.79,Osaka,26.08.2007
2205,11.07,+1.3,Carmelita Jeter,USA,24.11.79,Eugene,08.06.2008
2205,11.07,+0.7,Bianca Knight,USA,02.01.89,Eugene,27.06.2008
2205,11.07,+1.8,Me'Lisa Barber,USA,04.10.80,Eugene,28.06.2008
2205,11.07,+1.8,Alexandra Anderson,USA,28.01.87,Eugene,28.06.2008
2205,11.07,±0.0,Marshevet Hooker,USA,25.09.84,London,26.07.2008
2205,11.07,+0.4,Lauryn Williams,USA,11.09.83,Beijing,16.08.2008
2205,11.07,±0.0,Muna Lee,USA,30.10.81,Beijing,17.08.2008
2205,11.07,+1.4,Alexandra Anderson,USA,28.01.87,Norman,29.05.2009
2205,11.07,+1.3,Aleen Bailey,JAM,25.11.80,New York City,30.05.2009
2205,11.07,-0.1,Kelly-Ann Baptiste,TTO,14.10.86,Berlin,17.08.2009
2205,11.07,-0.9,Carmelita Jeter,USA,24.11.79,Gateshead,31.08.2009
2205,11.07,+1.9,Sherone Simpson,JAM,12.08.84,Kingston,07.05.2011
2205,11.07,+1.9,Kerron Stewart,JAM,16.04.84,Kingston,07.05.2011
2205,11.07,-0.7,Carmelita Jeter,USA,24.11.79,Eugene,24.06.2011
2205,11.07,+0.9,Sheniqua Ferguson,BAH,24.11.89,Auburn,21.04.2012
2205,11.07,-0.1,Allyson Felix,USA,18.11.85,New York City,09.06.2012
2205,11.07,-0.1,Kelly-Ann Baptiste,TTO,14.10.86,New York City,09.06.2012
2205,11.07,+0.9,Carmelita Jeter,USA,24.11.79,Eugene,23.06.2012
2205,11.07,+0.9,Allyson Felix,USA,18.11.85,Eugene,23.06.2012
2205,11.07,+0.9,Jeneba Tarmoh,USA,27.09.89,Eugene,23.06.2012
2205,11.07,+0.4,Myriam Soumaré,FRA,29.10.86,London,03.08.2012
2205,11.07,-0.6,Carmelita Jeter,USA,24.11.79,Zagreb,04.09.2012
2205,11.07,-0.5,Carrie Russel,JAM,18.10.90,Kingston,13.04.2013
2205,11.07,+1.2,Mandy White,USA,23.10.88,Walnut,20.04.2013
2205,11.07,±0.0,Ana Cláudia Lemos Silva,BRA,06.11.88,São Paulo,06.06.2013
2205,11.07,+1.2,Mariya Ryemyen,UKR,02.08.87,Oslo,13.06.2013
2205,11.07,+2.0,Muna Lee,USA,30.10.81,Des Moines,21.06.2013
2205,11.07,+0.9,Schillonie Calvert,JAM,27.07.88,Kingston,21.06.2013
2205,11.07,+2.0,Charonda Williams,USA,27.03.87,Des Moines,21.06.2013
2205,11.07,±0.0,Carmelita Jeter,USA,24.11.79,Budapest,10.07.2013
2205,11.07,+1.5,Alexandra Anderson,USA,28.01.87,Madrid,13.07.2013
2205,11.07,-0.1,Tori Bowie,USA,27.08.90,New York City,14.06.2014
2205,11.07,+2.0,Lekeisha Lawson,USA,03.06.87,Sacramento,27.06.2014
2205,11.07,+0.9,Tianna Bartoletta,USA,30.08.85,Glasgow,12.07.2014
2205,11.07,+0.3,Kerron Stewart,JAM,16.04.84,Glasgow,28.07.2014
2205,11.07,+2.0,Ana Cláudia Lemos Silva,BRA,06.11.88,Azusa,17.04.2015
2205,11.07,+0.9,Tori Bowie,USA,27.08.90,Shanghai,17.05.2015
2205,11.07,+1.7,Elaine Thompson-Herah,JAM,28.06.92,Madrid,11.07.2015
2205,11.07,±0.0,Tianna Bartoletta,USA,30.08.85,Bellinzona,21.07.2015
2205,11.07,-1.3,Blessing Okagbare,NGR,09.10.88,Beijing,23.08.2015
2205,11.07,+0.9,Rosângela Santos,BRA,20.12.90,Beijing,24.08.2015
2205,11.07,±0.0,Marie-Josée Ta Lou,CIV,18.11.88,Brazzaville,13.09.2015
2205,11.07,+1.9,Morolake Akinosun,USA,17.05.94,Austin,02.04.2016
2205,11.07,±0.0,Elaine Thompson-Herah,JAM,28.06.92,Kingston,09.04.2016
2205,11.07,+1.2,Michelle-Lee Ahye,TTO,10.04.92,Herzogenaurach,14.05.2016
2205,11.07,+0.6,Christania Williams,JAM,17.10.94,Kingston,21.05.2016
2205,11.07,-1.3,Elaine Thompson-Herah,JAM,28.06.92,Rabat,22.05.2016
2205,11.07,+0.8,Tianna Bartoletta,USA,30.08.85,Birmingham,05.06.2016
2205,11.07,+0.8,Desirèe Henry,GBR,26.08.95,Birmingham,05.06.2016
2205,11.07,+1.5,Lekeisha Lawson,USA,03.06.87,Boston,18.06.2016
2205,11.07,+2.0,Carina Horn,RSA,09.03.89,Durban,23.06.2016
2205,11.07,+1.0,Semoy Hackett,TTO,27.11.88,Port of Spain,25.06.2016
2205,11.07,+1.0,Kelly-Ann Baptiste,TTO,14.10.86,Port of Spain,25.06.2016
2205,11.07,+1.8,Barbara Pierre,USA,28.04.87,Eugene,02.07.2016
2205,11.07,+0.9,Candace Hill,USA,11.02.99,Bydgoszcz,21.07.2016
2205,11.07,-1.3,Dina Asher-Smith,GBR,04.12.95,London,23.07.2016
2205,11.07,+2.0,Aleia Hobbs,USA,24.02.96,Baton Rouge,08.04.2017
2205,11.07,+1.8,Barbara Pierre,USA,28.04.87,Greensboro,15.04.2017
2205,11.07,-0.3,Marie-Josée Ta Lou,CIV,18.11.88,Shanghai,13.05.2017
2205,11.07,+0.5,Michelle-Lee Ahye,TTO,10.04.92,Roma,08.06.2017
2205,11.07,+1.4,Tianna Bartoletta,USA,30.08.85,Sacramento,22.06.2017
2205,11.07,±0.0,Mujinga Kambundji,SUI,17.06.92,Bellinzona,18.07.2017
2205,11.07,+0.8,Kelly-Ann Baptiste,TTO,14.10.86,London,06.08.2017
2205,11.07,-0.7,Christania Williams,JAM,17.10.94,Zürich,24.08.2017
2205,11.07,+0.4,Blessing Okagbare,NGR,09.10.88,Bruxelles,01.09.2017
2205,11.07,+0.4,Michelle-Lee Ahye,TTO,10.04.92,Bruxelles,01.09.2017
2205,11.07,+1.5,Mikiah Brisco,USA,14.07.96,Knoxville,13.05.2018
2205,11.07,+1.9,Blessing Okagbare,NGR,09.10.88,Eugene,26.05.2018
2205,11.07,+1.6,Semoy Hackett,TTO,27.11.88,Montverde,09.06.2018
2205,11.07,+0.5,Wei Yongli,CHN,11.10.91,La Chaux-de-Fonds,01.07.2018
2205,11.07,+0.3,Gina Lückenkemper,GER,21.11.96,Lausanne,05.07.2018
2205,11.07,±0.0,Ashley Henderson,USA,04.12.95,London,14.07.2018
2205,11.07,+0.1,Jonielle Smith,JAM,30.01.96,London,21.07.2018
2205,11.07,+0.9,Jonielle Smith,JAM,30.01.96,Toronto,11.08.2018
2205,11.07,+0.2,Blessing Okagbare,NGR,09.10.88,Shanghai,18.05.2019
2205,11.07,+0.7,Ewa Swoboda,POL,26.07.97,Berlin,01.09.2019
2205,11.07,-0.4,Dafne Schippers,NED,15.06.92,Ad-Dawhah,29.09.2019
2205,11.07,+1.9,Tamara Clark,USA,09.01.99,Tuscaloosa,10.04.2021
2205,11.07,+1.6,Javianne Oliver,USA,26.12.94,Miramar,10.04.2021
2205,11.07,+1.3,Natalliah Whyte,JAM,09.08.97,Miramar,10.04.2021
2205,11.07,+1.9,Hannah Cunliffe,USA,09.01.96,Jacksonville,30.04.2021
2205,11.07,+0.4,Kiara Parker,USA,28.10.96,Boston,23.05.2021
2205,11.07,+1.2,Mujinga Kambundji,SUI,17.06.92,Genève,12.06.2021
2205,11.07,+0.5,Ajla Del Ponte,SUI,15.07.96,Langenthal,25.06.2021
2205,11.07,-0.1,Dina Asher-Smith,GBR,04.12.95,Tokyo,30.07.2021
2205,11.07,-0.2,Shericka Jackson,JAM,16.07.94,Tokyo,30.07.2021
2205,11.07,-0.2,Alexandra Burghardt,GER,28.04.94,Tokyo,31.07.2021
2205,11.07,+0.3,Grace Nwokocha,NGR,07.04.01,Tokyo,31.07.2021
2205,11.07,+0.9,Daryll Neita,GBR,29.08.96,Budapest,24.08.2021
2205,11.07,+1.2,Celera Barnes,USA,02.12.98,Austin,25.03.2022
2205,11.07,+0.3,Julien Alfred,LCA,10.06.01,College Station,02.04.2022
2205,11.07,-0.1,Marie-Josée Ta Lou,CIV,18.11.88,Eagle Rock,07.05.2022
2205,11.07,+0.7,Marie-Josée Ta Lou,CIV,18.11.88,Eugene,28.05.2022
2205,11.07,+1.5,Kiara Parker,USA,28.10.96,Nashville,05.06.2022
2205,11.07,+1.5,Murielle Ahouré-Demps,CIV,23.08.87,Nashville,05.06.2022
2205,11.07,+0.8,Murielle Ahouré-Demps,CIV,23.08.87,Nashville,05.06.2022
2205,11.07,+1.9,Aminatou Seyni,NIG,24.10.96,Saint Pierre,08.06.2022
2205,11.07,+0.4,Favour Ofili,NGR,31.12.02,Eugene,09.06.2022
2205,11.07,+1.2,Gina Lückenkemper,GER,21.11.96,Wetzlar,11.06.2022
2205,11.07,+0.5,Michelle-Lee Ahye,TTO,10.04.92,Paris,18.06.2022
2205,11.07,+0.4,Jasmine Abrams,GUY,14.03.94,Port of Spain,25.06.2022
2205,11.07,-0.4,Rosemary Chukwuma,NGR,05.12.01,Benin City,25.06.2022
2205,11.07,-0.2,Julien Alfred,LCA,10.06.01,Goster,01.07.2022
2205,11.07,+1.7,Shania Collins,USA,14.11.96,Edmonton,03.07.2022
2205,11.07,-0.1,Ewa Swoboda,POL,26.07.97,Eugene,16.07.2022
2205,11.07,+0.6,Kayla White,USA,24.09.96,Memphis,30.07.2022
2205,11.07,+0.4,Daryll Neita,GBR,29.08.96,Birmingham,03.08.2022
2205,11.07,+1.3,Javianne Oliver,USA,26.12.94,Pápa,06.09.2022
2205,11.07,+0.1,Bassant Hemida,EGY,28.09.96,Bellinzona,12.09.2022
2205,11.07,+1.8,Zoe Hobbs,NZL,11.09.97,Wellington,02.03.2023
2205,11.07,+0.9,Twanisha Terry,USA,24.01.99,Ad-Dawhah,05.05.2023
2205,11.07,+1.2,McKenzie Long,USA,11.07.00,Jacksonville,25.05.2023
2205,11.07,+0.2,Melissa Jefferson,USA,21.02.01,Westwood,27.05.2023
2205,11.07,+0.7,Amira Young,USA,15.06.00,Sacramento,27.05.2023
2205,11.07,+1.6,Shashalee Forbes,JAM,10.05.96,Kingston,03.06.2023
2205,11.07,+0.9,Ewa Swoboda,POL,26.07.97,Oslo,15.06.2023
2416,11.08A,+1.2,Wyomia Tyus,USA,29.08.45,Ciudad de México,15.10.1968
2416,11.08,+2.0,Brenda Morehead,USA,05.10.57,Eugene,21.06.1976
2416,11.08,±0.0,Annegret Richter,FRG,13.10.50,Montréal,25.07.1976
2416,11.08,+2.0,Ingrid Auerswald,GDR,02.09.57,Dresden,24.05.1980
2416,11.08,-1.0,Evelyn Ashford,USA,15.04.57,Zürich,18.08.1982
2416,11.08,+0.2,Marlies Göhr,GDR,21.03.58,Potsdam,27.08.1982
2416,11.08,+1.5,Angela Bailey,CAN,28.02.62,Tokyo,24.09.1982
2416,11.08,+1.3,Alice Brown,USA,20.09.60,Los Angeles,25.06.1983
2416,11.08,+0.6,Silke Möller,GER,20.06.64,Berlin,31.07.1983
2416,11.08,-0.6,Marita Koch,GDR,18.02.57,Helsinki,08.08.1983
2416,11.08,+1.6,Diane Williams,USA,14.12.60,Zürich,22.08.1984
2416,11.08,+0.9,Valerie Brisco,USA,06.07.60,Koblenz,29.08.1984
2416,11.08,+0.8,Silke Möller,GER,20.06.64,Tallinn,21.06.1986
2416,11.08,-0.1,Jeanette Bolden,USA,26.01.60,Zürich,13.08.1986
2416,11.08,+1.2,Anelia Nuneva,BUL,30.06.62,Stuttgart,27.08.1986
2416,11.08,+0.8,Nelli Cooman,NED,06.06.64,Stuttgart,27.08.1986
2416,11.08,±0.0,Evelyn Ashford,USA,15.04.57,Catania,19.09.1986
2416,11.08,±0.0,Marina Molokova,RUS,24.08.62,Sochi,16.05.1987
2416,11.08,±0.0,Silke Möller,GER,20.06.64,Potsdam,05.06.1987
2416,11.08A,+1.3,Pam Marshall,USA,16.08.60,San José,25.06.1987
2416,11.08A,+1.8,Gail Devers,USA,19.11.66,San José,27.06.1987
2416,11.08,-0.4,Anelia Nuneva,BUL,30.06.62,Praha,27.06.1987
2416,11.08,+0.1,Angela Bailey,CAN,28.02.62,Ottawa,01.08.1987
2416,11.08,+0.7,Angela Bailey,CAN,28.02.62,Berlin,21.08.1987
2416,11.08,-0.3,Heike Drechsler,GER,16.12.64,Roma,29.08.1987
2416,11.08,±0.0,Merlene Ottey,JAM,10.05.60,Sevilla,01.06.1988
2416,11.08,+1.4,Natalya Voronova,RUS,09.07.65,Leningrad,11.06.1988
2416,11.08,+1.8,Lyudmila Kondratyeva,RUS,11.04.58,Leningrad,11.06.1988
2416,11.08,Grace,Jackson,JAM,14.06.61,Kingston,15.07.1988
2416,11.08,±0.0,Maya Azarashvili,GEO,06.04.64,Kyiv,14.08.1988
2416,11.08,+1.6,Nelli Cooman,NED,06.06.64,Seoul,24.09.1988
2416,11.08A,+1.4,Evette de Klerk,RSA,21.08.65,Bloemfontein,27.04.1990
2416,11.08,-1.5,Merlene Ottey,JAM,10.05.60,Saint-Denis,22.06.1990
2416,11.08,+0.3,Beatrice Utondu,NGR,23.11.69,Lagos,02.08.1991
2416,11.08,-0.1,Evelyn Ashford,USA,15.04.57,Tokyo,27.08.1991
2416,11.08,-0.2,Gwen Torrence,USA,12.06.65,Barcelona,20.09.1991
2416,11.08,+2.0,Marina Trandenkova,RUS,07.01.67,Moskva,22.06.1992
2416,11.08,-2.9,Irina Privalova,RUS,12.11.68,Barcelona,01.08.1992
2416,11.08,+2.0,Zhanna Block,UKR,06.07.72,Odessa,21.05.1993
2416,11.08,-0.3,Irina Privalova,RUS,12.11.68,Roma,26.06.1993
2416,11.08,+1.9,Zhanna Block,UKR,06.07.72,Stockholm,12.07.1994
2416,11.08,+2.0,Melanie Paschke,GER,29.06.70,Villeneuve d'Ascq,24.06.1995
2416,11.08,+0.8,Zhanna Block,UKR,06.07.72,Paris,03.07.1995
2416,11.08,+1.9,Carlette Guidry,USA,04.09.68,Lausanne,05.07.1995
2416,11.08,+1.8,Dannette Young,USA,06.10.64,Eugene,26.05.1996
2416,11.08,+0.6,Irina Privalova,RUS,12.11.68,Moskva,07.06.1996
2416,11.08,+0.8,Irina Privalova,RUS,12.11.68,Sankt Peterburg,02.07.1996
2416,11.08,±0.0,Mary Onyali,NGR,03.02.68,Atlanta,26.07.1996
2416,11.08,+1.3,Juliet Cuthbert,JAM,09.04.64,Milano,07.09.1996
2416,11.08,-0.7,Zhanna Block,UKR,06.07.72,Luzern,24.06.1997
2416,11.08,±0.0,Gail Devers,USA,19.11.66,Oslo,04.07.1997
2416,11.08,-0.1,Merlene Ottey,JAM,10.05.60,Athínai,03.08.1997
2416,11.08,+0.6,Sevatheda Fynes,BAH,17.10.74,Rio de Janeiro,03.05.1998
2416,11.08,+0.4,Zhanna Block,UKR,06.07.72,Belaya Cerkov,26.06.1998
2416,11.08,-0.5,Chryste Gaines,USA,14.09.70,Oslo,09.07.1998
2416,11.08,+1.4,Philomina Mensah,CAN,11.05.75,Montréal,01.08.1998
2416,11.08,+1.1,Beverly McDonald,JAM,15.02.70,Stockholm,05.08.1998
2416,11.08,-1.1,Endurance Ojokolo,NGR,29.09.75,Dakar,19.08.1998
2416,11.08A,+1.1,Zhanna Block,UKR,06.07.72,Johannesburg,12.09.1998
2416,11.08,+1.1,LaTasha Jenkins,USA,19.12.77,Boise,04.06.1999
2416,11.08,-1.2,Sevatheda Fynes,BAH,17.10.74,Zagreb,05.07.1999
2416,11.08,-0.6,Christine Arron,FRA,13.09.73,Nice,17.07.1999
2416,11.08,-0.9,Christine Arron,FRA,13.09.73,Montauban,07.08.1999
2416,11.08,+1.7,Debbie Ferguson-McKenzie,BAH,16.01.76,Athínai,28.06.2000
2416,11.08,+0.9,Inger Miller,USA,12.06.72,Athínai,28.06.2000
